LG;MT;NEM;PROM;ICA;PTJEPOND;REM;PTEST;NP1AL;NP2AL;NP3AL;NP1CAL;NP2CAL;NP3CAL;NFAL;NFCAL;PROM.MAT;PlanEstudio;UA
552;622;637;5,390909091;780;616;637;0,54;5;6,5;6,4;6;5,8;6,4;6,1;5,9;6;COM;V
607;644;647;4,8;680;642;659;0,76;5,7;4,8;5,1;5,4;4,7;3,3;5;4,4;4,7;IND;V
669;775;633;5,858333333;830;723;639;0,84;6;5,2;5,9;6,4;5,9;6;5,8;5,9;5,9;IND;V
531;691;567;4,258333333;610;641;567;0,68;5;4,6;1,6;3,9;4,4;3;3,7;4;3,9;IND;S
669;697;676;4,918181818;730;686;703;0,68;4,9;4,9;5,9;5;4,5;4,3;4,9;4,1;4,5;COM;S
694;679;612;4,891666667;730;667;639;0,7;5,2;4,7;4,3;3,2;4,9;2,7;4,9;4;4,5;IND;S
710;648;647;4,272727273;626,4;661;651;0,64;5,1;3;2,6;4,8;4;4;3,2;4;3,6;COM;S
598;712;579;4,381818182;680;666;579;0,8;5,7;5,2;2,2;5,7;4,6;2,4;4,2;4;4,1;COM;S
736;713;715;5,609090909;800;719;744;0,4;5,5;6,8;4,6;6,1;4,8;6,1;5,6;5,7;5,7;COM;S
626;658;639;4,163636364;594,5;651;639;0,54;2,8;4,3;3,7;3,3;2,9;3;4;3;3,5;COM;S
639;690;653;4,991666667;740;670;663;0,72;5,2;6,1;4,6;5,1;4,8;5,5;4,6;4,9;4,8;IND;S
636;648;591;4,409090909;614,5;628;591;0,54;4,8;5,3;5,1;5,5;2,8;3,4;4,6;3,5;4,1;COM;V
525;658;546;3,754545455;510,9;617;546;0,6;3,5;4,3;4,3;3,9;3,6;2,6;4,4;3,3;3,9;COM;V
636;626;569;3,481818182;437,3;616;574;0,62;2,7;2,8;3,1;3,8;1,3;1,9;2,9;2,3;2,6;COM;V
636;639;706;3,775;520;651;738;0,74;5,3;4;2,4;5,5;6,2;4,7;3,3;4,4;3,9;IND;S
770;691;690;5,490909091;790;701;726;0,52;5,4;5,3;5,2;4,9;5,5;4,1;5,8;5,2;5,5;COM;S
681;673;492;4,827272727;720;642;492;0,66;4,8;4;4;3,6;4,3;3,6;4,2;4,5;4,4;COM;V
694;737;500;4,990909091;740;674;500;0,76;6;5,2;3,6;6;4,8;2,9;4,9;5,5;5,2;COM;V
607;685;688;5,718181818;810;674;720;0,74;6,5;7;6,1;6,6;4,7;5,4;6,6;6,1;6,4;COM;V
607;719;635;4,933333333;730;689;635;0,82;5,1;4,4;4,1;4,2;5,4;4,5;4,9;4,5;4,7;IND;S
646;679;558;3,808333333;500;649;558;0,58;2,6;3;1,3;2;4;2;2;2,7;2,4;IND;S
598;691;690;4,5;624,5;677;737;0,74;4,9;3,7;5,2;5,1;3,8;3,6;4,6;3,7;4,2;COM;S
;;;3,883333333;510;613;;0,4;;3,6;1,4;3;3,5;2,3;2,4;2,6;2,5;IND;V
710;775;513;5,325;770;702;513;0,88;5,7;6,6;2,6;5,9;5,7;5,7;5;5,9;5,5;IND;S
626;691;614;5,081818182;750;659;641;0,74;6,4;5,3;4,2;5,8;5,5;5,1;5,1;4,9;5;COM;S
568;673;;4,936363636;730;652;;0,68;5,3;5,5;3,6;6,3;4,6;2,9;4,2;4,7;4,5;COM;S
582;712;552;4,690909091;710;661;552;0,66;5,4;5;4,1;6,4;5,2;4,1;4,3;4,4;4,4;COM;S
710;691;579;5,475;790;682;603;0,74;6,2;6,2;5,4;4,1;4,8;4,5;5,8;5,3;5,6;IND;V
636;756;704;5,291666667;770;726;739;;5,3;;4,9;5;5,4;5,4;4,8;4,7;4,8;IND;S
591;673;614;4,072727273;540,9;654;641;0,5;4;4,5;4;4;2,8;3,9;4;3,2;3,6;COM;S
591;697;534;4,9;730;647;540;0,74;4;5,8;2;2,2;3,7;3,9;4,4;4,2;4,3;IND;S
786;737;593;5,036363636;740;715;618;0,84;5,7;3,9;5,2;4,8;5,4;4,4;5;4,6;4,8;COM;S
616;685;633;5,354545455;780;673;667;0,36;5,5;5,5;6,3;6;5,7;3,1;5,6;4,9;5,3;COM;S
616;653;723;4,854545455;730;672;761;0,46;5,4;4,2;3,8;5,1;3,9;3;4,4;4;4,2;COM;S
598;697;706;4,890909091;730;693;722;0,64;4;4,7;4,8;4,5;3,1;3,7;4,7;4;4,4;COM;S
539;691;670;5,075;750;668;670;0,72;5,5;6,8;4;4,4;4,4;5;5,8;4,5;5,2;IND;V
770;635;595;3,5;480,9;644;595;0,56;5,1;3,6;2,1;3,3;2,1;;3,3;1,7;2,5;COM;V
729;737;688;5,433333333;780;725;716;0,82;4,3;6,1;5,4;5,8;6;3,9;5,7;5,5;5,6;IND;S
681;704;678;4,181818182;594,5;693;678;0,68;5,3;4,7;2,4;4,8;2,8;3,3;4,1;3;3,6;COM;S
607;622;633;4,509090909;690;614;633;0,52;2,5;2,7;3,4;4,4;4;3,3;4,3;4;4,2;COM;S
568;673;488;3,972727273;487,3;615;488;0,66;4,4;4,4;2,8;4,6;3,9;3,9;3,5;3,5;3,5;COM;S
552;609;622;4,675;710;607;626;0,32;4,8;4,6;3,2;5;4;3,6;4,1;4;4,1;IND;V
552;685;663;4,311111111;520;661;680;0,66;4,3;4,4;2,8;2,2;3,4;3;3,2;3,2;3,2;IND;S
646;712;655;5,627272727;800;683;674;0,82;5,8;6,7;6,8;6;6;4,7;6,5;5,7;6,1;COM;S
601;713;605;4,018181818;530,9;666;605;0,6;3,6;3,7;3,4;3;4,4;4,5;3,8;3,6;3,7;COM;S
512;663;665;4,691666667;710;643;696;0,56;4;5,5;4,1;4,3;5,5;3,8;4,3;4;4,2;IND;S
;;;4,636363636;634,5;;;0,48;3,9;4,5;2,5;4;1,8;2,8;4,5;3,8;4,2;COM;S
694;756;688;5,5;790;734;708;0,84;5,5;5;5,1;6,4;5;5,3;5,4;5,5;5,5;COM;S
539;712;577;4,541666667;630;672;626;0,9;4,8;6,2;5,4;4,6;5;3,1;5;3,9;4,5;IND;S
653;659;622;4,35;630;649;640;0,56;4,9;5;4,1;4,3;4;3;4,6;4;4,3;IND;S
636;685;688;4,509090909;644,5;681;704;0,58;4,6;3;3,1;5,4;4,5;3,7;4;4;4;COM;S
626;728;548;5,518181818;790;674;548;0,8;6,3;6,6;6,3;6,8;5,3;5,6;6,2;5,9;6,1;COM;S
512;639;610;3,758333333;460;610;615;0,52;3,8;4,2;1,6;4;3,9;3;3;3,3;3,2;IND;V
546;697;696;5,454545455;790;676;747;0,76;6;5,8;6,6;6,3;6,3;5;6;5,8;5,9;COM;S
729;582;655;4,309090909;626,4;623;659;0,56;2,7;4,2;3,4;3,9;3,5;5,3;3,3;4;3,7;COM;V
598;626;676;4,463636364;690;637;683;0,28;5,2;4,1;4,4;3,4;4,3;4,3;4,4;4,1;4,3;COM;V
;;;3,083333333;390;653;;0,38;2,3;3,6;2,5;2,7;3,3;2,3;2,3;2,1;2,2;IND;S
616;639;674;4,590909091;634,5;640;;0,7;5;5,4;5,7;4,2;4,8;2,6;5,1;3,7;4,4;COM;S
560;663;585;4,658333333;710;635;585;0,78;4,3;5,1;3,4;3,8;4,9;3,4;4,7;4;4,4;IND;S
582;685;451;3,375;420;622;451;0,78;4,7;4;1,9;4,1;4,4;1,5;3,2;2,9;3,1;IND;V
770;685;507;2,108333333;210;652;507;0,48;;1,2;2,8;;6;1,5;1,7;2;1,9;IND;S
646;691;581;4,372727273;636,4;660;581;0,78;5;5;3,1;5,1;4,4;4,3;4,2;4,1;4,2;COM;S
607;663;643;4,309090909;626,4;653;656;0,68;4,9;2,5;3,6;5,4;4,6;2,8;3,7;4;3,9;COM;S
607;644;;4,918181818;664,5;652;;0,7;6,4;5,6;5,7;4,4;5;2,6;5,8;3,7;4,8;COM;S
598;679;657;4,990909091;740;672;669;0,8;5,8;5,8;6,5;4,4;4,8;4,1;6,1;4,5;5,3;COM;S
582;648;498;4,35;620;606;498;0,6;4,3;4,4;4;4,1;3,6;3,3;4,2;3,7;4;IND;V
598;737;562;4,366666667;640;680;562;0,9;4,8;5,6;2;5,3;5,2;3,8;4,7;4,3;4,5;IND;S
591;663;474;4,045454545;530,9;610;474;0,56;5,1;4,3;3,2;4,1;4,5;3,1;4;3,7;3,9;COM;V
710;653;678;4,508333333;630;665;706;0,64;4,2;3,4;2,9;4,3;5,1;2,1;3,9;4;4;IND;V
607;691;643;5,027272727;740;674;643;0,66;5,7;5;3,7;5,4;5,6;4,5;4,8;4,9;4,9;COM;S
582;637;785;4,925;690;669;828;0,76;;;;4,9;4,8;4,4;;5,2;5,2;IND;S
669;673;624;3,491666667;490;663;647;0,6;3,3;1,7;2,4;4;5,2;4,5;2,7;4,4;3,6;IND;S
520;624;626;4,93;690;616;682;0,36;5;5,1;4,9;4,5;5,1;3,9;4,9;4,8;4,9;IND;V
729;728;552;5,266666667;740;686;573;0,7;4,8;4,2;5;5,1;5,4;3,8;4,4;4,4;4,4;IND;S
633;719;704;4,671428571;603,3;704;801;;5,2;5,3;6,3;;;;5,9;;5,9;IND;V
636;648;677;4,9;730;655;677;0,76;5,3;4,8;5,6;4,4;4,5;5,1;5,4;4,1;4,8;COM;S
607;679;678;4,963636364;740;673;686;0,72;5,3;5,6;5,6;5;5,1;5,6;5,2;5;5,1;COM;S
568;578;693;3,572727273;447,3;604;817;0,38;1,8;5;2,4;1,9;1,9;2,2;3,3;2,1;2,7;COM;S
591;663;653;4,527272727;646,4;653;;0,6;3,4;4,1;3,6;5,9;4,1;3,4;3,3;4;3,7;COM;S
582;635;556;4,71;670;613;556;0,66;5,2;5,2;4,5;4,4;4,8;;4,4;4,5;4,5;IND;V
571;656;509;4,636363636;700;611;509;0,58;5,9;6,6;5,7;5,6;5,1;4,3;5,8;4;4,9;COM;V
598;673;704;4,841666667;720;671;733;0,66;5,8;5;6,1;4,4;4,9;4,6;5;4,5;4,8;IND;S
582;658;711;3,166666667;400;659;747;0,64;2,3;3,4;1,8;4,1;3,3;2,6;2,1;2,9;2,5;IND;S
598;704;651;5,008333333;740;676;665;0,84;5,5;5,7;4,2;3,6;5,1;4;5,3;4,4;4,9;IND;S
;;;3,741666667;490;;;0,72;4,2;2,2;1,3;3,4;3,9;;2,9;2,4;2,7;IND;S
539;663;558;4,75;670;627;558;0,82;5,8;5,7;2,7;6;5;3,8;4,7;4,5;4,6;IND;S
669;630;659;5,163636364;760;647;683;0,54;3,3;3,2;6;4,6;5,2;4,9;4,5;4,8;4,7;COM;V
613;727;659;5,809090909;820;703;665;0,78;5,8;6;6,7;7;4,8;5,4;5,9;5,9;5,9;COM;S
525;737;686;5,490909091;790;702;688;0,66;5,6;5,8;6,4;6,4;4,7;4,8;6;5,2;5,6;COM;S
;;;4,390909091;614,5;640;;0,54;3,7;3,5;5,1;4,3;3,3;3,4;4,2;3,5;3,9;COM;S
729;644;641;4,354545455;680;653;666;0,68;5,5;3,8;3,7;4,9;4,1;3,6;4,2;4,1;4,2;COM;S
591;668;688;4,35;620;659;715;0,6;3,7;3,3;3;4,3;4;4;3;4;3,5;IND;S
607;697;746;5,863636364;830;710;797;0,7;6,9;6,6;5,8;5,9;5,5;4,6;6,4;5,7;6,1;COM;S
582;679;690;5,881818182;830;670;723;0,68;6,1;6,2;6;6,4;5,2;6,1;6,2;5,9;6,1;COM;S
646;697;655;3,958333333;600;681;664;0,68;3,7;4,3;2,9;4,2;5,1;3,1;4;4,1;4,1;IND;S
;;;3,558333333;440;615;;0,24;3,8;3,8;2,8;1,8;2,5;2,2;3,5;2,2;2,9;IND;S
618;663;670;4,9;730;659;672;0,54;5,2;4;6,3;5,2;4,5;4,8;5,1;4,7;4,9;COM;S
568;635;653;2,909090909;333,6;630;683;0,54;3;4,1;1,7;2,5;2,2;1,1;2,3;1,8;2,1;COM;V
669;679;727;4,683333333;710;692;760;0,68;6,2;2,4;1,3;4,2;3,2;3,1;4,2;4;4,1;IND;V
560;663;715;4,1;610;661;743;0,7;4;4,9;2,6;3;5,1;2,9;4,2;4;4,1;IND;S
626;691;641;5,091666667;750;672;661;0,84;4,8;5,2;4;5,8;5,5;2,6;4,9;5;5;IND;S
669;685;657;4,8;720;679;661;0,66;4,7;4,5;4,1;5,5;4,1;5,4;4;4,8;4,4;COM;S
591;719;639;3,4;;683;657;0,78;5,2;6,3;6;6,1;4,5;;5,5;3,1;4,3;COM;S
646;679;661;5,554545455;800;665;680;0,6;6,4;5,4;6;5,6;4,2;4,1;6,1;5,1;5,6;COM;S
;;;5,109090909;750;642;;0,62;4,8;5,5;5,7;4,6;5;3,6;5,3;4,6;5;COM;S
626;728;670;5,945454545;830;703;686;0,86;6,9;6,9;7;6,9;6,5;5;7;6;6,5;COM;S
560;712;686;5,263636364;770;691;693;0,8;5,9;6,2;5,6;6,2;4,7;5,6;6,1;5,1;5,6;COM;S
677;768;595;4;480;716;598;;3,1;2,6;2,2;4;4,6;1,3;3,1;3,5;3,3;IND;S
636;648;692;5,027272727;740;651;705;0,52;5,6;5,9;5,7;4,2;4,1;4;4,8;4,5;4,7;COM;V
636;617;610;4,5;690;615;610;0,5;4;6;4,3;3,8;2,8;2,9;4,7;4,3;4,5;COM;V
669;658;583;4,975;730;645;588;0,7;5,7;5,5;;3,9;4,5;2,9;4,4;4,1;4,3;IND;S
636;668;629;4,418181818;614,5;657;631;0,52;5,2;5,8;3,7;3,9;3,5;4;4;3,2;3,6;COM;S
736;671;740;1,277777778;130;691;773;;3,6;2,2;;;;;1,5;1,3;1,4;IND;V
531;673;651;4,016666667;580;647;670;0,54;3,2;2,8;3;4;4,8;3,4;3;4;3,5;IND;S
626;697;505;4,236363636;660;641;505;0,6;5,1;5,3;2,1;5,3;5,7;2,9;4,5;4;4,3;COM;V
;;;4,208333333;560;626;;0,5;2,8;4,2;5,5;2,3;4,3;3,5;4,7;3,4;4,1;IND;S
636;658;616;4,436363636;680;657;638;0,52;4,6;5,3;4,2;3,9;4,8;3,6;4;4;4;COM;S
607;697;645;5,054545455;750;671;649;0,68;4,9;6,2;3,7;5,1;4,8;3,2;4,9;4,6;4,8;COM;S
613;637;706;5,841666667;820;659;850;0,62;5;4,9;5,6;6;5,2;5,8;5,6;5,7;5,7;IND;V
636;679;729;4,125;610;676;770;0,6;4;3,7;3,6;4,2;4,8;3,5;4,1;4;4,1;IND;S
681;653;608;4,654545455;710;646;619;0,68;4,6;4,1;6,2;4,7;4,3;4,4;4,3;4,2;4,3;COM;S
710;712;651;5,881818182;830;691;666;0,84;5,5;7;7;7;5,8;6,3;6,6;6,5;6,6;COM;V
552;663;464;3,916666667;470;606;464;0,52;2,5;3,4;2,4;3,4;3;1,6;3,6;3;3,3;IND;V
552;704;587;3,8;467,3;654;587;0,82;5,3;4,1;2,3;4,9;3,7;3,1;3,2;3,8;3,5;COM;S
749;624;605;5,108333333;750;636;608;0,3;5,3;2;3,9;3,3;4,3;2,6;4,5;4;4,3;IND;V
525;635;635;4,472727273;690;617;635;0,7;4,9;3,2;5,3;4,9;3,9;3,9;4,3;4;4,2;COM;V
471;756;616;4,341666667;630;688;616;0,94;5;5,8;3,5;4;5,5;3,6;4,4;4,7;4,6;IND;S
591;653;725;4,8;720;662;772;0,58;4,9;3,5;3;5,3;2,8;3,6;4,7;4;4,4;COM;S
568;668;589;4,65;710;644;594;0,7;4;3,4;2,8;3,4;5;4,7;4;4;4;IND;S
694;617;620;4,772727273;654,5;623;623;0,42;4,9;5,6;4,1;5,2;3,8;3,1;4,4;3,5;4;COM;S
591;704;593;4,290909091;604,5;663;593;0,8;1,7;4,6;3,3;4,1;3,1;3,3;4;3,2;3,6;COM;S
755;668;686;4,825;720;695;754;0,56;4,5;4,4;3,2;5,1;4,5;3,3;4,2;4,3;4,3;IND;S
598;704;519;4,754545455;676,4;649;526;0,76;6,4;5,2;5,9;5,9;4,5;4,6;5,1;4,9;5;COM;V
560;644;556;3,75;520;610;556;0,48;3,7;3,8;4,1;2,8;3,4;2,5;4;2,4;3,2;IND;V
646;691;589;3,058333333;328;656;589;0,66;4;2,4;1,9;;2,5;5,4;4,2;2,7;3,5;IND;S
574;712;571;5,5;790;669;573;0,82;4,8;4,4;6,2;6,5;6,6;5,2;5,6;6,2;5,9;IND;S
626;639;764;4,075;550;671;850;0,56;3,5;5,9;4,2;3,5;3,2;2,6;4;2,9;3,5;IND;S
552;679;631;5,3;730;655;631;0,8;6,5;5;5,6;5,7;5,7;5,5;5,9;5,7;5,8;IND;S
607;614;688;4,454545455;690;628;698;0,56;5,7;4,4;3,2;5,8;4,3;3,6;4,3;4,2;4,3;COM;V
646;697;719;5,727272727;810;696;741;0,78;6,5;5,4;6,2;5,3;5,3;4,3;6,1;5,2;5,7;COM;S
607;691;649;5,2;760;669;657;0,76;5,5;4,1;2,6;4,4;5,1;4,3;4,9;4,5;4,7;IND;S
626;673;558;4,218181818;594,5;646;558;0,66;4,3;4,4;2,2;4,1;3,6;3,4;4,8;3,2;4;COM;V
552;697;575;5,036363636;740;650;575;0,52;5,8;6,4;4,4;6,3;5,3;4,3;5;5,2;5,1;COM;V
568;704;595;5,8;820;659;602;0,78;5,7;7;4,8;5,9;6,1;4,8;6,1;5,7;5,9;IND;S
607;663;647;5,072727273;750;658;663;0,8;5;6,2;5,2;4,9;5,2;4,6;5,5;4,6;5,1;COM;S
710;712;639;5,090909091;750;690;639;0,8;4,7;4,8;4;6;4,8;4,9;5;5,2;5,1;COM;S
591;679;595;4,008333333;520;647;595;0,62;4,6;3,4;2,4;2,6;2,8;2,6;3,5;3;3,3;IND;S
560;668;645;5,072727273;750;645;652;0,54;4,9;4,2;5,2;5,3;5,7;4,8;4,9;5;5;COM;V
646;691;723;4,818181818;676,4;694;762;0,7;4,2;4;4;3,8;4,2;3,4;3,7;4,2;4;COM;S
591;679;637;4,545454545;646,4;661;637;0,4;4;4,1;3,3;3;5,8;3,3;4;4;4;COM;V
552;704;672;5,2;760;674;673;0,82;6,4;6;6,7;6;4,8;3,8;6,3;4,6;5,5;COM;S
607;673;608;5,209090909;760;657;644;0,56;4,7;3,9;5,4;4,9;5,8;4,6;4,7;5,1;4,9;COM;V
636;691;579;4,236363636;594,5;654;579;0,72;3;4,9;2,7;5,4;3,2;3,4;4;3;3,5;COM;S
646;697;692;4,75;680;691;708;0,72;4,1;5,5;3,6;4,3;6;5;4,7;4,9;4,8;IND;S
636;728;702;5,927272727;830;720;761;0,76;4,8;5,1;5,7;6,6;6,4;4,8;5,5;6;5,8;COM;V
625;719;618;4,863636364;730;686;672;0,66;5,4;4,8;3,1;6,4;5,1;4,2;4,2;4,7;4,5;COM;S
518;712;622;4,575;700;665;681;0,66;4;5;4,5;4,9;5,2;3,5;4,1;4;4,1;IND;S
669;704;579;5,618181818;800;680;580;0,9;6,4;6,9;5,6;6,3;5,2;4,1;6,4;5,4;5,9;COM;S
;;;4,433333333;680;634;;0,76;3,1;5,8;3,9;3,6;5,1;3,5;4;4;4;IND;S
;;;4,418181818;614,5;650;;0,66;5;5,7;3,4;4,9;4,3;2,5;4;3,8;3,9;COM;S
607;679;702;5,890909091;830;679;740;0,82;5,3;6,4;7;6,5;5,6;5,6;6,1;6;6,1;COM;S
505;644;564;4,333333333;610;617;564;0,58;3;4,3;4,3;2,9;3,8;2,9;3,8;4;3,9;IND;V
710;648;721;5,163636364;760;669;721;0,6;5,7;5,1;3,6;5,3;4,4;4,8;4,3;5,4;4,9;COM;V
657;775;680;5,8;820;735;708;0,92;5,7;6,1;5,7;5,1;6;4,2;5,7;5,3;5,5;IND;V
710;704;690;4,358333333;640;703;702;0,66;4,5;4;4,6;4;4,2;3,2;4,1;4;4,1;IND;V
576;685;569;4,233333333;560;644;569;0,34;3;2,8;2,2;5,1;4,2;2,8;3,3;4,1;3,7;IND;V
657;712;620;4,075;530;681;620;0,68;4;4;2,6;2,7;4,6;2,4;3,2;3,3;3,3;IND;S
657;658;659;4,718181818;710;656;692;0,72;4,9;3,9;3,1;4,6;4,1;3,8;4,2;4,1;4,2;COM;S
;;;4,527272727;690;;;0,34;3,9;4,9;4;4,9;3,5;4,3;4,1;4,2;4,2;COM;V
598;673;698;4,975;740;669;736;0,82;4,8;6,4;4,3;2,8;4,8;4,5;5,1;5;5,1;IND;S
681;605;571;3,925;;607;571;0,4;3,3;2,4;2,4;;3,2;;2,9;1,6;2,3;IND;V
710;653;562;4;480;646;562;0,72;4,1;4,5;2,9;3,6;4,4;3,4;3,7;3,5;3,6;IND;S
669;704;684;5,191666667;760;702;722;0,88;3,7;5,7;4,5;4,5;4,7;3;4,9;5,8;5,4;IND;S
;;;3,966666667;520;592;;0,38;4,3;2,8;2,9;3,1;4,1;2,3;3;2,6;2,8;IND;V
633;695;657;4,663636364;710;669;661;0,72;;;;3,6;;3,9;;4,7;4,7;COM;S
;;;5,272727273;770;;;0,9;6,4;7;5;6,4;5,3;4,8;6;5,4;5,7;COM;S
636;704;655;5,245454545;760;677;656;0,82;5,5;5,1;5,6;5,9;4,5;5,9;5,5;5,7;5,6;COM;S
607;685;680;4,418181818;680;677;686;0,7;4,6;3,7;3,4;6,3;3,2;5,3;4;4,6;4,3;COM;S
582;679;651;5,663636364;810;655;663;0,72;5,7;6,6;6,8;6;5,1;4,7;6,4;5,7;6,1;COM;S
669;704;719;6,281818182;870;709;748;0,82;6,2;6,6;6,2;6,8;6,8;6,1;6,5;6,5;6,5;COM;S
625;644;785;2,127272727;253,6;675;839;;;;;3,3;1,6;1,8;;2;2;COM;V
560;658;665;3,991666667;540;643;680;0,6;3,3;4,5;5,1;2,8;4,7;3,4;4,5;3;3,8;IND;S
520;741;511;3,8;500;674;511;0,86;4,8;4,7;3,2;5,8;3,4;4,2;4;4,4;4,2;IND;S
607;673;614;4,416666667;680;647;614;0,58;3,7;5,2;2,6;5,7;5,3;2,2;4;4,2;4,1;IND;S
574;704;583;5,718181818;810;662;583;0,92;6,1;6,3;5,7;6,4;5,5;6,4;5,8;6,1;6;COM;S
;;;4,772727273;720;;;0,66;;;;4,4;5,6;3,1;;4,1;4,1;COM;S
694;653;700;5,109090909;750;669;744;0,6;5,2;4,1;2,7;3,9;4,3;3;4,9;4;4,5;COM;S
669;712;698;4,872727273;730;700;698;0,76;5,6;5,9;3,5;5,8;4,3;5,9;4;4,8;4,4;COM;S
669;685;727;5,463636364;790;692;756;0,82;5,6;6,2;3,3;5,1;4,7;5;5,5;4,9;5,2;COM;S
616;775;550;5,933333333;830;702;550;0,76;5,8;6,8;5,1;6;5,9;5,2;6,1;5,7;5,9;IND;V
591;668;579;4,958333333;740;645;594;0,76;4,5;6,3;3,4;5,1;6,1;4,1;5,2;4,9;5,1;IND;S
591;668;631;3,391666667;510;644;631;0,62;3,2;2,1;1,6;3,3;4,1;2,6;1,9;3;2,5;IND;S
669;685;719;5,418181818;780;693;750;0,78;6,5;6,8;6,2;5,4;6;5,4;6,5;5,2;5,9;COM;S
598;719;717;5,072727273;750;703;737;0,84;6;5;5,7;5,4;5,2;4,3;5,8;4,6;5,2;COM;S
591;658;507;4,009090909;574,5;615;507;0,66;3,8;4;4;4,3;3,5;3,3;4;3,5;3,8;COM;V
560;719;595;4,836363636;720;662;595;0,78;5,2;5,8;1,6;5,9;3,5;5,1;4,8;4,2;4,5;COM;S
729;704;595;5,518181818;790;683;624;0,84;7;5,9;5,3;6,1;5,3;5,6;6,2;5,7;6;COM;S
669;663;643;5,04;740;666;676;0,66;5,1;4,3;2,9;;;;4,7;;4,7;COM;V
560;685;567;4,25;480;641;567;0,6;3,8;2,8;3,2;4,6;3,7;2,3;3,7;3,3;3,5;IND;S
560;635;622;5,609090909;800;628;636;0,64;5,6;6,7;6,3;6,6;6,3;5,8;5,9;6,1;6;COM;V
598;673;667;4,209090909;550,9;661;687;0,66;4,8;2,9;4;4;3,8;3,2;3,7;3,5;3,6;COM;S
591;737;515;4,7;710;664;515;0,58;5,3;4,8;6;5,6;5,3;3,8;4,8;4,6;4,7;IND;V
626;712;637;5;740;685;647;0,96;5,4;4,4;4,4;5,1;5,4;2,8;4,8;4,2;4,5;IND;S
574;712;661;5,554545455;800;682;695;0,84;6,5;6,3;6,2;6,4;4,7;5,6;6,3;5,7;6;COM;S
;;;5,090909091;750;;;0,54;5,3;5,6;4,6;5,1;5,5;4,6;4,9;5;5;COM;S
505;663;;4,7;710;652;;0,8;4,1;5,3;5,9;5,4;4,8;4,1;4,7;4,5;4,6;COM;S
598;728;618;5,690909091;810;686;632;0,9;5,9;7;6;6,3;4,9;6,1;6,5;5,8;6,2;COM;S
591;697;544;3,683333333;450;648;544;0,64;3,8;2,9;1,6;3,1;3,3;2,8;2,8;2,8;2,8;IND;S
;;;3,883333333;530;639;;0,66;2,5;4,4;2,4;3,2;4,7;3,8;4;3,6;3,8;IND;S
626;704;629;3,255555556;482,7;669;635;0,86;5,3;4,1;4;;;;4,1;;4,1;IND;V
636;648;618;4,391666667;560;636;618;0,56;4,7;3;3,4;2,1;4,4;3,6;3,5;3,6;3,6;IND;V
598;728;496;5,663636364;810;657;496;0,86;7;6,4;2,8;7;5,4;6;6,2;6,1;6,2;COM;S
560;691;575;4,936363636;730;648;575;0,68;5,6;5,8;5,2;6,5;4,3;3,8;5,8;4,9;5,4;COM;V
616;668;560;4,25;570;637;560;0,74;4,8;4;2,3;3,1;5,1;2,8;4;3,5;3,8;IND;V
636;712;554;4,45;630;668;554;0,84;5,1;3,1;4,3;2,5;3,2;3,5;4,1;3,3;3,7;IND;S
639;681;639;4,881818182;730;664;642;0,78;5,4;6,4;6,4;6,2;4,4;4,5;6,1;4,3;5,2;COM;S
710;719;686;5,809090909;820;710;718;0,82;6,4;6,6;6,3;6;5,4;5;6,5;5,3;5,9;COM;S
518;712;599;4,945454545;730;667;599;0,8;5;5,1;5,5;5,6;3,5;2,9;5,1;4;4,6;COM;S
636;673;626;5,191666667;760;658;628;0,76;3,8;4,4;5,8;6,1;5,1;3,6;5,2;5,1;5,2;IND;S
636;639;727;5,563636364;800;662;778;0,68;5,1;4,7;5,7;5,4;6,2;5,8;5,6;5,8;5,7;COM;V
681;644;698;4,309090909;604,5;664;729;0,54;5,9;3,6;4,2;5,4;3,5;4;4;3,6;3,8;COM;S
598;635;526;3,91;470;610;526;0,48;3,7;3,9;1,8;3,9;3,9;2;3,4;3,1;3,3;IND;V
681;737;692;5,472727273;790;730;726;0,7;4,7;5,2;4,8;5,6;4,3;4,3;5,3;5,2;5,3;COM;S
626;756;605;5,566666667;790;709;625;0,86;6,2;7;5,8;6;5,6;5,7;6;6;6;IND;S
657;630;610;4,591666667;640;632;610;0,6;4,5;2;4,3;4,7;5,2;2,9;3,7;4;3,9;IND;V
646;697;530;4,383333333;640;646;530;0,78;4,8;5,6;4,9;2,5;4,7;3,8;5;4;4,5;IND;S
607;679;663;4,509090909;690;666;663;0,72;6,3;3,8;2,1;4,8;3,8;3,2;4;4;4;COM;S
786;668;558;4,991666667;740;652;561;0,76;3,4;4,3;2,9;5,2;5,4;3,2;4,6;5,1;4,9;IND;S
;;;4,527272727;624,5;632;;0,4;3,8;4,7;4;3,8;3,5;4,3;4,1;3,6;3,9;COM;S
636;719;567;4,009090909;574,5;663;567;0,56;3,2;5;3,8;2,7;4,3;2,7;4;3,1;3,6;COM;S
646;712;655;5,290909091;770;691;655;0,8;5,8;6,3;5,9;5,6;5,3;4;6,1;5;5,6;COM;S
;;;4,8;720;;;0,86;2,8;5,6;3,3;6,3;4,6;3,9;4,4;4,4;4,4;COM;S
657;737;721;5,454545455;790;723;789;0,84;7;6;6,5;6,3;4;4,1;6,3;4,6;5,5;COM;S
681;663;756;5,654545455;810;685;771;0,74;5,4;6,2;5,4;5,7;4,8;5,9;5,8;5,8;5,8;COM;S
